,Product,fuel,odometer,paint_color,title_status,transmission,condition,engine_displaement,type,VIN,Price_x,year_x,City_x,Brand
858,2018 Can-Am Sypder F3,gas,6000,blue,clean,other,like new,1330,trike,,22500,2018,dallas,canam
859,2018 Ducati PANIGALE V4 V 4 V-4 S,gas,10227,,clean,manual,excellent,,sport bike,ZDMDAGNW9JB000772,22999,2018,beaumont,ducati
860,2018 Ducati Panigale 959,gas,12754,,clean,manual,excellent,,sport bike,ZDM14B1W0JB007936,14499,2018,abilene,ducati
861,2018 Ducati Panigale V4 W/Ohlins & Marchesini Wheels,gas,3800,red,clean,manual,like new,1100,sport bike,,22500,2018,dallas,ducati
862,2018 Ducati Scrambler 1100 Sport Longitudinal Twin 1079 cc,Unknown,2427,custom,clean,manual,,,,ZDMKAFCP6JB000788,11999,2018,dallas,ducati
863,2018 GSX r 750,gas,3130,black,clean,automatic,like new,750,sport bike,,11500,2018,beaumont,gsx
864,2018 HARLEY STREET GLIDE SPECIAL FLHXS,gas,27531,white,clean,manual,good,107,touring,,19750,2018,houston,harley
865,2018 Harley Davidson 1200 Custom,gas,6200,,,manual,,,,,10999,2018,easttexas,harley
866,2018 Harley Davidson Heritage Classic,gas,4365,silver,clean,manual,excellent,,cruiser,,17999,2018,beaumont,harley
867,2018 Harley Davidson Road Glide CVO Gunship Grey,gas,15353,grey,lien,manual,good,2100,touring,,36000,2018,dallas,harley
868,2018 Harley Davidson Sport Glide,gas,9463,black,clean,manual,excellent,,cruiser,,16499,2018,beaumont,harley
869,2018 Harley Electra glide,gas,6500,blue,,manual,like new,,touring,,22000,2018,easttexas,harley
870,2018 Harley Road Glide,gas,15353,grey,lien,manual,good,2100,touring,,23000,2018,dallas,harley
871,2018 Harley Street Glide,gas,20000,black,clean,manual,excellent,107,touring,,23000,2018,easttexas,harley
872,2018 Harley-Davidson Cvo Road Glide FLTRXSE CVO,gas,4734,,clean,manual,,,,1HD1TCL12JB953587,42999,2018,corpuschristi,harleydavidson
873,2018 Harley-Davidson Iron 883,gas,5521,grey,clean,manual,excellent,,cruiser,1HD4LE212JC405819,6999,2018,beaumont,harleydavidson
874,2018 Harley-Davidson Softail Breakout 114 FXBRS,gas,10893,black,clean,manual,,,,1HD1YHK19JC069821,22599,2018,corpuschristi,harleydavidson
875,2018 Harley-Davidson Softail Fat Bob FXFB,gas,769,black,clean,manual,,,,1HD1YKJ14JC029547,16999,2018,corpuschristi,harleydavidson
876,2018 Harley-Davidson Softail Low Rider FXLR,gas,3140,black,clean,manual,,,,1HD1YNJ17JC037997,16599,2018,corpuschristi,harleydavidson
877,2018 Harley-Davidson Touring Road Glide FLTRX,gas,11236,black,clean,manual,,,,1HD1KHC10JB685560,23599,2018,corpuschristi,harleydavidson
878,2018 Harley-Davidson Touring Road King FLHR,gas,3291,black,clean,manual,,,,1HD1FBC17JB679157,22313,2018,corpuschristi,harleydavidson
879,2018 Harley-Davidson Touring Street Glide FLHX,gas,10099,,clean,manual,,,,1HD1KBC15JB634701,27236,2018,corpuschristi,harleydavidson
880,2018 Harley-Davidson Touring Street Glide Special FLHXS,gas,1530,black,clean,manual,,,,1HD1KRC11JB628547,31999,2018,mcallen,harleydavidson
881,2018 Honda Africa twin,gas,1000,,,other,,1000,,,13995,2018,houston,honda
882,2018 Honda CBR600RR CBR 600 RR CBR-600-RR,gas,1700,,clean,manual,excellent,,sport bike,JH2PC40J8JK400438,10990,2018,beaumont,honda
883,2018 Honda CRF 450R Single-Cylinder 449.7 cc,Unknown,Unknown,red,clean,manual,,,,JH2PE073XJK100913,7499,2018,dallas,honda
884,2018 Honda CRF250L Rally Dual Sport,gas,19486,,clean,other,,,,MLHMD441XJ5100480,4387,2018,dallas,honda
885,2018 Honda Grom Modified Stunt Ready,gas,2866,,clean,manual,like new,125,,,3400,2018,dallas,honda
886,2018 Honda grom,gas,3407,red,clean,manual,excellent,,standard,,3000,2018,amarillo,honda
887,2018 Honda® Africa Twin CRF1000L DCT,gas,5947,black,clean,other,,,,JH2SD0419JK200162,12980,2018,austin,honda
888,2018 Honda® CB1000RAJ,gas,14061,black,clean,other,,,,JH2SC801XJK000348,11480,2018,austin,honda
889,2018 Honda® CRF250L Rally,gas,1152,black,clean,other,,,,MLHMD4417J5102204,5680,2018,austin,honda
890,2018 Honda® Gold Wing Automatic DCT,gas,4914,,,automatic,excellent,,,,19999,2018,dallas,honda
891,2018 Honda® Gold Wing Tour Automatic DCT Candy Ardent Red,gas,16068,red,clean,other,,,,JH2SC7956JK003375,24750,2018,austin,honda
892,2018 Honda® Gold Wing Tour Candy Ardent Red,gas,1290,red,clean,other,,,,JH2SC7904JK001452,23480,2018,austin,honda
893,2018 Husqvarna vitpilen 401,gas,3600,,,manual,,,,,4999,2018,beaumont,husqvarna
894,2018 Indian Chieftain ABS Steel Gray V Twin 1811 cc,,15235,custom,clean,manual,,,,56KTCBAA2J3357388,19985,2018,austin,indian
895,2018 Indian Motorcycle Scout Bobber Star Silver Smoke,gas,7042,silver,clean,other,,,,,13995,2018,dallas,indian
896,2018 Indian Scout Bobber ABS,gas,3207,black,lien,manual,like new,1133,bobber,,11900,2018,amarillo,indian
897,2018 Indian Scout Bobber Indian Motorcycle Red V Twin 1130.7 cc,,5312,custom,clean,manual,,,,56KMTB008J3135080,12985,2018,corpuschristi,indian
898,2018 KAWASAKI NINJA H2 SX,gas,20127,grey,clean,manual,excellent,998,sport bike,,15950,2018,dallas,kawasaki
899,2018 KTM 150 XC-W,gas,1150,,,manual,,,,,6450,2018,dallas,ktm
900,2018 KTM Duke 690 for $165/mo a month!,gas,12130,,clean,manual,excellent,,standard,VBKLDV403JM714142,7995,2018,dallas,ktm
901,2018 Kawasaki 300,,,,,,,,,,4300,2018,corpuschristi,kawasaki
902,2018 Kawasaki KLR 650 Single-Cylinder 651 cc,Unknown,5444,yellow,clean,manual,,,,,6590,2018,easttexas,kawasaki
903,2018 Kawasaki KX450F,gas,,green,clean,other,,,,JKAKXGHC5JA017796,5981,2018,austin,kawasaki
904,2018 Kawasaki NINJA 650  FOR ONLY,gas,2663,,clean,manual,excellent,,sport bike,JKAEXEJ1XJDA02786,5995,2018,dallas,kawasaki
905,2018 Kawasaki NINJA ZX6R ZX 6 R ZX-6-R ABS NINJA ZX 6R ABS NINJA ZX-6,gas,7425,,clean,manual,excellent,,sport bike,JKBZXJF12JA014119,10499,2018,corpuschristi,kawasaki
906,2018 Kawasaki Ninja 650,gas,2663,,clean,manual,excellent,,sport bike,JKAEXEJ1XJDA02786,7215,2018,dallas,kawasaki
907,2018 Kawasaki Ninja ZX-10R SE,gas,3038,,clean,other,,,,JKBZXVC1XJA000478,14999,2018,houston,kawasaki
908,2018 Kawasaki Versys 650 ABS with 6k miles only.,gas,6300,white,clean,manual,excellent,650,touring,,7500,2018,dallas,kawasaki
909,2018 Kawasaki Vulcan 1700 Voyager ABS,,,,,,,,,,15299,2018,dallas,kawasaki
910,2018 Kawasaki Z125 Pro,gas,1600,red,clean,manual,like new,125,scooter,,2975,2018,dallas,kawasaki
911,2018 Kawasaki ZX14R,gas,3200,grey,lien,manual,good,1441,sport bike,,13000,2018,austin,kawasaki
912,2018 Polaris Slingshot,Unknown,Unknown,Unknown,clean,manual,,,,57XAAPFA8J8128457,22500,2018,houston,polaris
913,2018 Polaris Slingshot SL,gas,6564,green,clean,other,excellent,Unknown,,57XAAPFA6J8125895,26995,2018,dallas,polaris
914,2018 Polaris Slingshot SLINGSHOT SL Navy Blue In-line 2384 cc,Unknown,Unknown,Unknown,clean,manual,,,,57XAAPFA8J8128457,22599,2018,houston,polaris
915,2018 SUZUKI GSX-R1000R ABS,gas,6655,white,clean,manual,excellent,1000,sport bike,,15890,2018,dallas,suzuki
916,2018 Star Motorcycles Eluder,gas,7290,silver,clean,manual,excellent,1854,touring,,17900,2018,dallas,star
917,2018 Suzuki Boulevard S40,gas,4269,black,clean,other,,,,JS1NP41DXJ2100195,5680,2018,austin,suzuki
918,2018 Suzuki GSX 250R 250 R 250-R for $82/mo a month!,gas,2376,,clean,manual,excellent,,sport bike,LC6DN11A6J1100997,3995,2018,dallas,suzuki
919,2018 Suzuki GSX-R 1000,gas,22950,,clean,manual,excellent,,sport bike,JS1GT78A9C2100161,15399,2018,dallas,suzuki
920,2018 Suzuki GSX-R 750 Horizontal In-line 750 cc,Unknown,8436,custom,clean,manual,,,,JS1GR7MA2J2101301,10999,2018,dallas,suzuki
921,2018 Suzuki GSX-S750,gas,8358,blue,clean,other,,,,JS1C533B6J2100309,8380,2018,austin,suzuki
922,2018 Suzuki GSXR600 GSXR 600 GSXR-600 GSX R600 GSX-R600,gas,5980,,clean,manual,excellent,,sport bike,JS1GN7FA5J2100720,11475,2018,abilene,suzuki
923,2018 Suzuki RM-Z450,gas,,yellow,clean,other,,,,JS1DZ11C9J2100037,6980,2018,austin,suzuki
924,2018 Yamaha  MT-10,gas,20434,blue,clean,other,,,,JYARN48Y6JA000599,12999,2018,dallas,yamaha
925,2018 Yamaha MT 07 for $165/mo a month!,gas,4464,,clean,manual,excellent,,standard,JYARM27E0JA001794,7999,2018,dallas,yamaha
926,2018 Yamaha MT-10,gas,20434,blue,clean,other,,,,JYARN48Y6JA000599,10896,2018,dallas,yamaha
927,2018 Yamaha R1 R 1 R-1,gas,14040,,clean,manual,excellent,,sport bike,JYARN39Y0JA001563,15649,2018,amarillo,yamaha
928,2018 Yamaha R3 R 3 R-3,gas,58,,clean,manual,excellent,,sport bike,MH3RH06Y4JK017601,5499,2018,dallas,yamaha
929,2018 Yamaha Star Venture Base Yamaha Star Venture Base,Unknown,15227,black,clean,manual,,,,JYAVP38Y8JA000476,22999,2018,amarillo,yamaha
930,2018 Yamaha XSR 700 Parallel Twin 689 cc,Unknown,15300,custom,clean,manual,,,,JYARM21E6JA000724,7499,2018,dallas,yamaha
931,2018 Yamaha XSR900,gas,5274,,,manual,excellent,,,,8299,2018,amarillo,yamaha
932,2018 Yamaha YZF R1 Horizontal In-line 998 cc,Unknown,8586,black,clean,manual,,,,JYARN39E7JA004126,16499,2018,dallas,yamaha
933,2018 Yamaha YZFR1 YZFR 1 YZFR-1 YZF R1 YZF-R1,gas,9044,,clean,manual,excellent,,sport bike,JYARN39EXJA003570,15999,2018,dallas,yamaha
934,2018 Yamaha Zuma,gas,1000,,,automatic,,,,,2200,2018,dallas,yamaha
935,2018 Yamaha yz450f,gas,14,blue,,manual,excellent,450,dirtbike,,5500,2018,sanantonio,yamaha
936,2018 honda grom,gas,1700,,clean,manual,excellent,,sport bike,JH2PC40J8JK400438,4000,2018,houston,honda
937,2018 kawasaki vaquero,gas,12264,black,clean,manual,excellent,1700,sport touring,,12000,2018,sanantonio,kawasaki
938,2019 *BMW* *G* *310* *GS*,other,1382,white,clean,manual,,,,WB30G1204KR826738,5992,2019,abilene,bmw
939,2019 *Harley-Davidson* *FLFBS* *Fat* *Boy*,other,715,grey,clean,manual,,,,1HD1YGK14KC011708,19572,2019,abilene,harleydavidson
940,2019 *Harley-Davidson* *FLHCS* *Heritage* *Classic* *114*,other,6910,black,clean,manual,,,,1HD1YBK24KB046735,18772,2019,abilene,harleydavidson
941,2019 *Harley-Davidson* *FLHR* *Road* *King*,other,5471,black,clean,manual,,,,1HD1FBC18KB633225,16984,2019,abilene,harleydavidson
942,2019 *Harley-Davidson* *FLHXS* *Street* *Glide* *Special* *114*,other,3881,grey,clean,manual,,,,1HD1KRP16KB610170,26984,2019,abilene,harleydavidson
943,2019 *Harley-Davidson* *FXBB* *Street* *Bob*,other,7611,grey,clean,manual,,,,1HD1YJJ23KB046236,11994,2019,abilene,harleydavidson
944,2019 *Harley-Davidson* *Freewheeler* *114* *FLRT*,other,6070,black,clean,manual,,,,1HD1MCP15KB860247,28983,2019,abilene,harleydavidson
945,2019 *Harley-Davidson* *Street* *Glide* *FLHX*,other,3881,grey,clean,manual,,,,1HD1KRP16KB610170,21500,2019,abilene,harleydavidson
946,2019 *Honda* *CB1000RA* *(ABS)*,other,1736,red,clean,manual,,,,JH2SC8012KK100218,9984,2019,abilene,honda
947,2019 *Triumph* *Speed* *Triple* *S*,other,2182,black,clean,manual,,,,SMTN52P40KJ902917,10984,2019,abilene,triumph
948,2019 *Yamaha* *Tracer* *900*,other,1402,white,clean,manual,,,,JYARN60E1KA000444,10554,2019,abilene,yamaha
949,2019 900cc ryker,gas,2560,yellow,clean,automatic,excellent,900,street,,12500,2019,dallas,900cc
950,2019 CAN-AM RYKER,gas,13727,black,clean,automatic,good,600,trike,,8980,2019,dallas,canam
951,2019 Can Am Ryker 900 ace,gas,6700,black,clean,automatic,like new,900,trike,,9500,2019,beaumont,can
952,2019 Can-Am® Ryker 900 ACE,gas,9550,red,clean,other,,,,3JB2FEG44KJ004277,9950,2019,austin,canam
953,2019 Crf450L,gas,1626,,,manual,excellent,450,dual-sport,,9300,2019,austin,crf450l
954,2019 Ducati Monster 1200 S Ducati Red,gas,244,red,clean,other,,,,ZDMMACFW5KB025323,17770,2019,austin,ducati
955,2019 Ducati Multistrada 1260 S,gas,10800,red,clean,manual,like new,1260,sport touring,,19000,2019,dallas,ducati
956,2019 Ducati PANIGALE V4 V 4 V-4 S,gas,2880,,clean,manual,excellent,,sport bike,ZDMDAGNW4KB006111,23999,2019,amarillo,ducati
957,2019 Ducati Panigale V4,gas,10227,,clean,manual,excellent,,sport bike,ZDMDAGNW9JB000772,22400,2019,houston,ducati
958,2019 Ducati X Diavel S Black,gas,3150,,clean,other,,,,ZDMGAHRW5KB001237,19960,2019,austin,ducati
959,2019 HONDA CRF 450L BUILD,gas,1036,,,manual,,,,,12500,2019,dallas,honda
960,2019 HUSQVARNA TC 250  TC250,gas,80,,clean,manual,,,,,6000,2019,houston,husqvarna
961,2019 Harley Davidson  Softail Breakout,gas,1941,black,clean,manual,excellent,,sport bike,1HD1YHK23KB041061,21995,2019,austin,harley
962,2019 Harley Davidson 1200 XL,gas,3600,black,rebuilt,manual,like new,1200,bobber,,9590,2019,mcallen,harley
963,2019 Harley Davidson Electra Glide Standard,gas,1150,black,clean,manual,like new,,touring,1HD1FVC24KB680360,21995,2019,austin,harley
964,2019 Harley Davidson Heritage Classic,gas,4800,,clean,manual,like new,107,,,17000,2019,dallas,harley
965,2019 Harley Davidson Heritage Softail Classic,gas,21960,black,clean,manual,excellent,1746,standard,,17500,2019,austin,harley
966,2019 Harley Davidson Iron 883,gas,2164,black,clean,manual,excellent,883,bobber,,6500,2019,dallas,harley
967,2019 Harley Davidson Street glide special 6k miles like new one owner,gas,6500,black,clean,manual,like new,,cruiser,,25990,2019,houston,harley
968,2019 Harley Davidson Ultra Limited,gas,4674,,,manual,like new,,,,27500,2019,amarillo,harley
969,2019 Harley-Davidson Deluxe FLDE,gas,9960,black,clean,manual,,,,1HD1YCJ26KB053242,22999,2019,corpuschristi,harleydavidson
970,2019 Harley-Davidson Electra Glide Ultra Classic FLHTCU,gas,3632,,clean,manual,,,,1HD1FCC16KB607471,26999,2019,corpuschristi,harleydavidson
971,2019 Harley-Davidson Iron 1200 XL1200NS,gas,3727,,clean,manual,,,,1HD1LP31XKC428523,12199,2019,sanantonio,harleydavidson
972,2019 Harley-Davidson Iron 883 XL883N,gas,3267,black,clean,manual,,,,1HD4LE213KC415907,11195,2019,sanantonio,harleydavidson
973,2019 Harley-Davidson Road King Special FLHRXS,gas,2053,,clean,manual,,,,1HD1KVP13KB611009,25499,2019,corpuschristi,harleydavidson
974,2019 Harley-Davidson Softail Slim,gas,2170,blue,clean,manual,,,,1HD1YDJ24KB041838,16299,2019,corpuschristi,harleydavidson
975,2019 Harley-Davidson Sportster Iron 1200,gas,10321,black,clean,manual,,,,1HD1LP315KC433113,12199,2019,corpuschristi,harleydavidson
976,2019 Harley-Davidson Street Glide FLHX,gas,3835,black,clean,manual,,,,1HD1KBC13KB667486,23599,2019,corpuschristi,harleydavidson
977,2019 Harley-Davidson Street Rod XG750A,gas,9294,black,clean,manual,,,,1HD4NCG39KC504700,11284,2019,corpuschristi,harleydavidson
978,2019 Honda CRF 450R Single-Cylinder 449.7 cc,Unknown,Unknown,red,clean,manual,,,,,7490,2019,easttexas,honda
979,2019 Honda CRF450L,gas,2299,red,clean,manual,excellent,,dual-sport,,8750,2019,amarillo,honda
980,2019 Honda Foreman 500 4x4,,,,,,,,,,5750,2019,houston,honda
981,2019 Honda Monkey,gas,1921,yellow,clean,manual,excellent,125,other,,3600,2019,houston,honda
982,2019 Honda Ruckus,gas,2518,black,clean,other,,,,,2600,2019,dallas,honda
983,2019 Honda Shadow Phantom 750cc w/ low miles and exhaust (LIKE NEW!),Unknown,3107,Unknown,clean,manual,,,,JH2RC5374KK901035,5990,2019,dallas,honda
984,2019 Honda Shadow Phantom Honda Shadow Phantom,Unknown,750,black,clean,manual,,,,JH2RC5378KK900373,7999,2019,amarillo,honda
985,2019 Honda® Africa Twin Adventure Sports CRF1000L2,gas,2060,,clean,other,,,,JH2SD0457KK300202,12950,2019,austin,honda
986,2019 Honda® Africa Twin CRF1000L DCT,gas,1522,white,clean,other,,,,JH2SD0416KK300169,13890,2019,austin,honda
987,2019 Honda® CB1000R ABS,gas,942,red,clean,other,,,,JH2SC8019KK100281,11980,2019,austin,honda
988,2019 Honda® CBR300R ABS,gas,1805,,,manual,excellent,,,,4499,2019,amarillo,honda
989,2019 Honda® Monkey,gas,120,,,manual,excellent,,,,3499,2019,amarillo,honda
990,2019 Husvarna TC 85 / 105  19/16,gas,Unknown,white,clean,manual,excellent,105,dirtbike,,5000,2019,easttexas,husvarna
991,2019 Husvarna TC85 / 105,gas,Unknown,white,clean,manual,excellent,105,dirtbike,,5000,2019,dallas,husvarna
992,2019 Indian FTR 1200 S Race Replica V Twin 1203 cc,Unknown,182,custom,clean,manual,,,,56KRTS257K3147690,14985,2019,sanantonio,indian
993,2019 Indian Motorcycle® FTR 1200 S Race Replica,gas,2885,red,clean,other,,,,56KRTS258K3147648,15000,2019,austin,indian
994,2019 Indian Motorcycle® Roadmaster® Thunder Black,gas,1548,black,clean,other,,,,56KTRAAA3K338855,26460,2019,austin,indian
995,2019 Indian Scout Bobber,gas,1200,black,lien,automatic,excellent,,bobber,,10500,2019,dallas,indian
996,2019 Indian Springfield Metallic Jade Thunder Black V Twin 1811 cc,,2613,custom,clean,manual,,,,56KTHAAA2K3374009,20485,2019,austin,indian
997,2019 Janus Halcyon 250cc,gas,233,blue,clean,manual,like new,250,cafe racer,1P9H10142KG700037,10000,2019,austin,janus
998,2019 KAWASAKI NINJA ZX-6R ABS,gas,1999,grey,clean,manual,good,636,sport bike,,10780,2019,dallas,kawasaki
999,2019 KTM 250 sx-f,gas,47,orange,clean,manual,like new,250,dirtbike,,5999,2019,austin,ktm
1000,2019 KTM xcf350,gas,14,,clean,manual,like new,,dirtbike,,10000,2019,sanantonio,ktm
1001,2019 Kawasaki Ninja  400 ABS for $111/mo a month!,gas,4335,,clean,manual,excellent,,sport bike,JKAEXKG13KDA31294,5395,2019,dallas,kawasaki
1002,2019 Kawasaki Ninja 1000 ABS,gas,4335,,clean,manual,excellent,,sport bike,JKAEXKG13KDA31294,11499,2019,dallas,kawasaki
1003,2019 Kawasaki Ninja 1000 ABS Kawasaki Ninja 1000 ABS,Unknown,9009,black,clean,manual,,,,JKAZXCW16KA022175,10999,2019,amarillo,kawasaki
1004,2019 Kawasaki Ninja H2 SX SE,gas,3066,,clean,other,,,,JKBZXVD11KA000126,16996,2019,sanantonio,kawasaki
1005,2019 Kawasaki Ninja ZX-6R ABS Horizontal In-line 636 cc,,9045,black,clean,manual,,,,JKBZXJG19KA000458,10999,2019,dallas,kawasaki
1006,2019 Kawasaki Ninja ZX-6R Horizontal In-line 636 cc,Unknown,1463,black,clean,manual,,,,JKBZXJH1XKA001441,9499,2019,dallas,kawasaki
1007,2019 Kawasaki Ninja® 650 ABS,gas,2992,,,manual,excellent,,,,6999,2019,amarillo,kawasaki
1008,2019 Kawasaki Versys 650 with 2K miles,gas,2000,black,clean,manual,excellent,650,sport touring,,7150,2019,beaumont,kawasaki
1009,2019 Kawasaki Z 125 PRO for $72/mo a month!,gas,1065,,clean,manual,excellent,,standard,JKABRRJ13KDA15076,3499,2019,dallas,kawasaki
1010,2019 Kawasaki z900,gas,8248,grey,clean,manual,excellent,900,street,,7500,2019,austin,kawasaki
1011,2019 Polaris® Slingshot® SLR,gas,1306,white,clean,other,,,,57XAARFA5K8131412,29460,2019,dallas,polaris
1012,2019 SlingShot Grand Touring,gas,2600,black,clean,manual,like new,2400,trike,,27900,2019,houston,slingshot
1013,2019 Suzuki Boulevard C50,Unknown,1399,silver,clean,other,,,,JS1VS55A3K7100743,7299,2019,dallas,suzuki
1014,2019 Suzuki Boulevard S40,gas,143,blue,clean,manual,excellent,650,cruiser,JS1NP41DXK7100220,5999,2019,dallas,suzuki
1015,2019 Suzuki GSX-R 750 Horizontal In-line 750 cc,Unknown,14730,black,clean,manual,,,,JS1GR7MAXK7100580,12499,2019,dallas,suzuki
1016,2019 Suzuki GSX250R GSX 250 R GSX-250-R,gas,1355,,clean,manual,excellent,,sport bike,LC6DN11A3K1100537,4499,2019,dallas,suzuki
1017,2019 Triumph 1200 Scrambler,gas,2519,black,clean,manual,like new,1200,dual-sport,SMTD45HG8KT941607,11500,2019,corpuschristi,triumph
1018,2019 Triumph Bonneville Speedmaster Jet Black,gas,1375,black,clean,other,,,,SMTD46HL1KT906121,12360,2019,austin,triumph
1019,2019 Triumph Speed Twin Parallel Twin 1200 cc,Unknown,5693,black,clean,manual,,,,SMTD54HF6KT930054,8980,2019,austin,triumph
1020,2019 Triumph Street Scrambler Cranberry Red,gas,7338,red,clean,other,,,,SMTD44GN7KT924131,10480,2019,austin,triumph
1021,2019 Triumph Street Triple RS 765,gas,3640,black,clean,manual,excellent,765,sport bike,SMTA464S3KT924068,8000,2019,austin,triumph
1022,2019 Triumph Street Triple RS Crystal White,gas,1299,white,clean,other,,,,SMTA464S3KT915001,12180,2019,austin,triumph
1023,2019 YAMAHA YZF-R6,gas,3734,blue,clean,manual,excellent,599,sport bike,,12960,2019,dallas,yamaha
1024,2019 Yamaha MT 07 Yamaha MT 07,other,5919,black,clean,other,,,,,7499,2019,amarillo,yamaha
1025,2019 Yamaha MT-09,gas,1020,,clean,other,,,,JYARN53E8KA005632,8950,2019,austin,yamaha
1026,2019 Yamaha MT10,gas,3600,,clean,manual,excellent,,sport touring,,15000,2019,dallas,yamaha
1027,2019 Yamaha R6 R 6 R-6,gas,8192,,clean,manual,excellent,,sport bike,JYARJ28E7KA005379,13599,2019,dallas,yamaha
1028,2019 Yamaha V Star 250 V Twin 249 cc,Unknown,4007,silver,clean,manual,,,,,4590,2019,easttexas,yamaha
1029,2019 Yamaha YZF-R6,gas,3734,blue,clean,manual,excellent,599,sport bike,,13999,2019,dallas,yamaha
1030,2019 Yamaha Zuma 50F,gas,1453,,clean,other,,,,RKRSA43A2KA126450,2680,2019,austin,yamaha
1031,2019 ktm 450 xc-f street legal enduro moto bike,gas,140,orange,,manual,excellent,,dirtbike,,7500,2019,sanantonio,ktm
1032,2019 or Newer Kavaki 190cc and 250cc Motorcycles,gas,Unknown,,clean,manual,new,250,sport bike,,3000,2019,beaumont,or
1033,2020 *Can-Am* *Ryker* *Rally* *Edition* *900*,other,1680,black,clean,automatic,,,,3JB2GEG27LJ001323,11992,2020,abilene,canam
1034,2020 *Ducati* *Panigale* *V2*,other,9567,red,clean,manual,,,,ZDMHAATW0LB001412,15981,2020,abilene,ducati
1035,2020 *Ducati* *Scrambler* *Icon* *Dark*,other,1160,black,clean,manual,,,,ML0KAFPM6LT002615,9500,2020,abilene,ducati
1036,2020 *Harley-Davidson* *FLTRXS* *Road* *Glide* *Special* *114*,other,7388,black,clean,manual,,,,1HD1KTP19LB660334,29500,2020,abilene,harleydavidson
1037,2020 *Harley-Davidson* *Softail* *Standard*,other,3271,black,clean,manual,,,,1HD1BVJ12LB049971,13992,2020,abilene,harleydavidson
1038,2020 *Harley-Davidson* *Street* *Bob* *FXBB*,other,2317,red,clean,manual,,,,1HD1YJJ10LB022615,15982,2020,abilene,harleydavidson
1039,2020 *Harley-Davidson* *Street* *Glide* *Special* *114*,other,1820,white,clean,manual,,,,1HD1KRP17LB620109,28952,2020,abilene,harleydavidson
1040,2020 *Harley-Davidson* *XL883N* *Sportster* *Iron*,other,10668,black,clean,manual,,,,1HD4LE212LB433290,9672,2020,abilene,harleydavidson
1041,"2020 *Kawasaki* *ZR900FLFA* *Z900* *(Blue/Silver,* *ABS)*",other,427,blue,clean,manual,,,,ML5ZRDF14LDA39155,9571,2020,abilene,kawasaki
1042,2020 *MINI CHOPPER* *49CC* *KIDS* *SIZE* *BIKE*,other,Unknown,blue,clean,automatic,,,,,999,2020,abilene,mini
1043,2020 *Polaris* *Ranger* *1000* *EPS* *(Camouflage)*,other,213,,clean,automatic,,,,4XATAE998L8880175,16981,2020,abilene,polaris
1044,2020 *Polaris* *Slingshot* *R* *Autodrive*,other,13139,blue,clean,automatic,,,,57XAARHB9L8137849,31983,2020,abilene,polaris
1045,2020 Apollo 250rx,gas,10,red,clean,manual,like new,250,dirtbike,,1750,2020,dallas,apollo
1046,2020 BMW K 1600 B Grand America,gas,11000,grey,clean,manual,like new,1650,touring,,24500,2020,dallas,bmw
1047,"2020 Can-Am Ryker 600 ACE (LOW MILES, EXCELLENT CONDITION!)",Unknown,1173,Unknown,clean,automatic,,,,3JB2FEF23LJ002084,9900,2020,dallas,canam
1048,2020 Can-Am Spyder RT Limited Chrome RD LTD 1330 SE6 In-l,Unknown,2452,grey,clean,manual,,,,2BXNBDD26LV006535,32299,2020,houston,canam
1049,2020 Can-Am® Ryker Rally Edition,gas,2729,black,clean,other,,,,3JB2GEG23LJ001416,11980,2020,austin,canam
1050,2020 Ducati Diavel 1260 S Total Black,gas,777,black,clean,other,,,,ZDMGAHRW8LB003369,22525,2020,austin,ducati
1051,2020 Harley Davidson 48,gas,10500,black,clean,manual,excellent,1200,cruiser,,13000,2020,sanantonio,harley
1052,2020 Harley Davidson FLDE Deluxe,gas,126,black,clean,manual,new,1746,sport touring,,20000,2020,houston,harley
1053,2020 Harley Davidson Tri Glide Ultra,gas,1350,,,manual,like new,114,trike,,41000,2020,dallas,harley
1054,2020 Harley Iron 883 Sportster,gas,3400,,lien,manual,excellent,883,,,8000,2020,brownsville,harley
1055,2020 Harley Softail Slim,gas,493,black,clean,manual,like new,,,,16500,2020,austin,harley
1056,2020 Harley Tri-Glide Ultra,gas,4859,blue,clean,manual,like new,1870,trike,1HD1MAF16LB854884,35900,2020,mcallen,harley
1057,2020 Harley-Davidson Heritage Classic 114 FLHCS,gas,10125,black,clean,manual,,,,1HD1YBK19LB025548,24333,2020,mcallen,harleydavidson
1058,2020 Harley-Davidson Iron 883 XL883N,gas,8864,,clean,manual,,,,1HD4LE215LB403622,11099,2020,mcallen,harleydavidson
1059,2020 Harley-Davidson Road Glide Special FLTRXS,gas,706,,clean,manual,,,,1HD1KTP1XLB655448,31599,2020,corpuschristi,harleydavidson
1060,"2020 Harley-Davidson Road Glide® Only 2,100 Miles!",gas,2108,,clean,other,,,,1HD1KHC11LB676532,24999,2020,houston,harleydavidson
1061,2020 Harley-Davidson Softail Fat Bob 114,gas,299,red,clean,manual,,,,1HD1YLK13LB029679,19799,2020,corpuschristi,harleydavidson
1062,2020 Harley-Davidson Softail Heritage Classic 114,gas,347,black,clean,manual,excellent,,cruiser,1HD1YBK14LB065522,19995,2020,dallas,harleydavidson
1063,2020 Harley-Davidson Softail Slim FLSL,gas,1571,black,clean,manual,,,,1HD1YDJ1XLB076392,18999,2020,corpuschristi,harleydavidson
